model,fold,log_loss,brier,accuracy
logistic,80,0.6511377892816673,0.22953460788150035,0.6238461538461538
xgboost,80,0.6462862734311552,0.22782784700393677,0.6038461538461538
lasso_lr,81,0.6433258892294602,0.22637603706747453,0.6314553990610329
ridge_lr,81,0.6427953641024314,0.22618961453832154,0.6126760563380281
elasticnet,81,0.6434278033478273,0.2264357195041794,0.6267605633802817
logistic,81,0.6404180253886586,0.22520836805382988,0.6208920187793427
xgboost,81,0.6416191761968457,0.225530207157135,0.6103286384976526
lasso_lr,82,0.6427999465950583,0.22635888852075456,0.595
ridge_lr,82,0.6399752642174661,0.22510105507322756,0.625
elasticnet,82,0.6425017905993952,0.22623434746365373,0.595
logistic,82,0.6360961901405817,0.22428485499648346,0.5975
xgboost,82,0.644220637616464,0.22691844403743744,0.6
lasso_lr,83,0.6767533042322849,0.24042875874987385,0.5711743772241993
ridge_lr,83,0.6665673300120674,0.23681211455063428,0.5836298932384342
elasticnet,83,0.6767896208753841,0.24044250442935555,0.5676156583629893
logistic,83,0.6684955496279053,0.2363711397648596,0.599644128113879
xgboost,83,0.6521063031981172,0.23018686473369598,0.6014234875444839
lasso_lr,84,0.5913027585775166,0.19971762632806073,0.7430555555555556
ridge_lr,84,0.6019070076377866,0.20479039976504498,0.7291666666666666
elasticnet,84,0.5915986672863282,0.19981311946392916,0.7430555555555556
logistic,84,0.6077003606506785,0.20714782361517628,0.6875
xgboost,84,0.6155771960384073,0.2121220827102661,0.6944444444444444
lasso_lr,85,0.6467557414941191,0.22943007794963344,0.5896739130434783
ridge_lr,85,0.6547131086220048,0.23253198612939424,0.592391304347826
elasticnet,85,0.6473679964846039,0.22970495965641163,0.5869565217391305
logistic,85,0.6586789564375107,0.23373129762935302,0.6114130434782609
xgboost,85,0.6471777283660972,0.2297922819852829,0.5815217391304348
lasso_lr,86,0.630374938416127,0.21962869126996878,0.6722222222222223
ridge_lr,86,0.6393087610978934,0.22369514285862008,0.6444444444444445
elasticnet,86,0.6314527822815723,0.22012919411545834,0.6722222222222223
logistic,86,0.6482911028973671,0.22742129175462192,0.6194444444444445
xgboost,86,0.6407229221760377,0.22338446974754333,0.6527777777777778
lasso_lr,87,0.6404238717115484,0.22491819431385535,0.6064814814814815
ridge_lr,87,0.6455594208972089,0.22716777688330922,0.6134259259259259
elasticnet,87,0.6402529951438596,0.2248391106749101,0.625
logistic,87,0.6447315068752365,0.22654584215725937,0.6388888888888888
xgboost,87,0.6427062311098718,0.2263554185628891,0.6203703703703703
lasso_lr,88,0.6148626777515794,0.21292919733932175,0.6951219512195121
ridge_lr,88,0.6171029238592209,0.21377918185630995,0.6829268292682927
elasticnet,88,0.6151465179666697,0.21304110710967858,0.6951219512195121
logistic,88,0.6110232823866002,0.21174315352887899,0.6707317073170732
xgboost,88,0.6146520103843975,0.21240545809268951,0.6890243902439024
lasso_lr,89,0.6658367353515776,0.23624875717810798,0.5882352941176471
ridge_lr,89,0.6543515014247949,0.23149638754891794,0.5882352941176471
elasticnet,89,0.6706220511525656,0.23853123307958704,0.5882352941176471
logistic,89,0.6700457926047092,0.2382536870111175,0.5882352941176471
xgboost,89,0.6972265344976402,0.2515203356742859,0.5882352941176471
lasso_lr,90,0.6527072251912448,0.22870111644015656,0.684931506849315
ridge_lr,90,0.6482749258143079,0.22757863360721114,0.684931506849315
elasticnet,90,0.653488590974147,0.22899851418605713,0.684931506849315
logistic,90,0.6532509479308541,0.2269870619773385,0.684931506849315
xgboost,90,0.6512315614752049,0.2292701005935669,0.6506849315068494
lasso_lr,91,0.6417845229144986,0.22656038252551683,0.6206896551724138
ridge_lr,91,0.6454247573167955,0.2282661346328394,0.6206896551724138
elasticnet,91,0.6417834268117295,0.22658286458222143,0.6206896551724138
logistic,91,0.6431345311908119,0.22766492099135255,0.6149425287356322
xgboost,91,0.6442089079027541,0.22686569392681122,0.6340996168582376
lasso_lr,92,0.626639409957723,0.21940142175061728,0.6331360946745562
ridge_lr,92,0.6260828877165803,0.2192628945668821,0.6368343195266272
elasticnet,92,0.626738045540294,0.21945376443481443,0.6279585798816568
logistic,92,0.62844707291821,0.22078971801558542,0.6516272189349113
xgboost,92,0.6347440623429621,0.22264297306537628,0.613905325443787
lasso_lr,93,0.6185742379067151,0.21583251332850348,0.625
ridge_lr,93,0.6174923633467235,0.21544414985544405,0.617
elasticnet,93,0.6181561073905943,0.21566427150028808,0.629
logistic,93,0.6319531946262231,0.2207505039711801,0.635
xgboost,93,0.6148171245914407,0.21470271050930023,0.634
lasso_lr,94,0.5984954553789152,0.20592255737061066,0.689064558629776
ridge_lr,94,0.5982526347630742,0.2057895633948708,0.6910408432147562
elasticnet,94,0.598181712119627,0.20576366020097814,0.6851119894598156
logistic,94,0.6038652743786599,0.20901026508965218,0.6706192358366272
xgboost,94,0.5957663422785073,0.2051967978477478,0.6765480895915679
lasso_lr,95,0.6279577244816174,0.21951016117479183,0.6400730816077954
ridge_lr,95,0.6266272574155118,0.2189871421443485,0.6419001218026796
elasticnet,95,0.6279348332812414,0.21946900436267294,0.6364190012180267
logistic,95,0.633215227645556,0.22128909301248162,0.6400730816077954
xgboost,95,0.6236799831181461,0.21764560043811798,0.6364190012180267
lasso_lr,96,0.6610912357857891,0.23449225796728543,0.5936254980079682
ridge_lr,96,0.6619478512481851,0.2348759598572027,0.600597609561753
elasticnet,96,0.6609184288075194,0.23444492532475267,0.5966135458167331
logistic,96,0.6723762244247604,0.2399063934471586,0.5936254980079682
xgboost,96,0.666210330526764,0.23629410564899445,0.6055776892430279
lasso_lr,97,0.6521322195784804,0.23050109864661752,0.6257142857142857
ridge_lr,97,0.6529236720707363,0.23079448564114508,0.63
elasticnet,97,0.6521691911467936,0.23051612074638683,0.6257142857142857
logistic,97,0.6446510662393077,0.22755277989492181,0.62
xgboost,97,0.6529391102507905,0.23087528347969055,0.6357142857142857
lasso_lr,98,0.667386586688301,0.23715612285692536,0.5985915492957746
ridge_lr,98,0.6668336389312297,0.23697353891228404,0.6220657276995305
elasticnet,98,0.6678286877663654,0.23739065069139248,0.5915492957746479
logistic,98,0.6680434619044889,0.23814511605509342,0.596244131455399
xgboost,98,0.6644594732953731,0.23627987504005432,0.607981220657277
lasso_lr,99,0.6414381666160736,0.2252791003987706,0.6019900497512438
ridge_lr,99,0.6417309913405276,0.22548064518939623,0.6194029850746269
elasticnet,99,0.6409104556545661,0.2250413836704138,0.5970149253731343
logistic,99,0.6421507686409661,0.2256618428825119,0.6293532338308457
xgboost,99,0.6603508216475886,0.23422184586524963,0.599502487562189
lasso_lr,100,0.6336668907265921,0.22237481581141869,0.6172839506172839
ridge_lr,100,0.6307843109162324,0.2211243482577085,0.6095679012345679
elasticnet,100,0.6332913591064737,0.22218888167891476,0.6188271604938271
logistic,100,0.661927425173747,0.23490107157422532,0.5817901234567902
xgboost,100,0.6356003282665853,0.22348448634147644,0.6280864197530864
lasso_lr,101,0.5952642291934241,0.2050976365727946,0.6707132018209409
ridge_lr,101,0.5940351469019742,0.20503655387149253,0.6638846737481032
elasticnet,101,0.5949671249811681,0.20498681157870607,0.6684370257966616
logistic,101,0.5960639143893649,0.20493480929573085,0.6745068285280729
xgboost,101,0.5888297837713569,0.20332373678684235,0.6638846737481032
lasso_lr,102,0.5650636850958972,0.19229943493665813,0.7063020214030915
ridge_lr,102,0.5636898979685793,0.1919315796642201,0.7009512485136742
elasticnet,102,0.5646984230572423,0.19218954050330017,0.7009512485136742
logistic,102,0.5620347552442992,0.19166910594860417,0.7033293697978596
xgboost,102,0.5614515395728994,0.1916297823190689,0.7027348394768134
lasso_lr,103,0.5746399111178314,0.1967179248711671,0.6992
ridge_lr,103,0.5742244037874985,0.19674932003644022,0.7024
elasticnet,103,0.5746101879992884,0.19674165420065115,0.7008
logistic,103,0.5767575196685172,0.19794771931381352,0.6888
xgboost,103,0.5782118694526862,0.19862139225006104,0.6888
lasso_lr,104,0.6054715843290122,0.20875258676282712,0.6843657817109144
ridge_lr,104,0.6035370847048693,0.2077997731139094,0.6828908554572272
elasticnet,104,0.6057338173259648,0.2088387760540077,0.6851032448377581
logistic,104,0.6110520939715718,0.21084774537970716,0.6710914454277286
xgboost,104,0.6083745772790686,0.2099359631538391,0.6688790560471977
lasso_lr,105,0.6360703267129362,0.22244313507957614,0.6498422712933754
ridge_lr,105,0.6391569980172792,0.22387221213804612,0.6498422712933754
elasticnet,105,0.6365424054664136,0.22264567599332274,0.6506309148264984
logistic,105,0.6434231549416501,0.22551285862893314,0.6451104100946372
xgboost,105,0.6391973848189528,0.22376669943332672,0.6498422712933754
lasso_lr,106,0.6305334501227712,0.21970927739164664,0.655982905982906
ridge_lr,106,0.630873696719415,0.21969159545366296,0.6517094017094017
elasticnet,106,0.6301070206735002,0.21955463850718426,0.6581196581196581
logistic,106,0.6266214488224864,0.2176458344669268,0.6517094017094017
xgboost,106,0.6334191040312283,0.2211117446422577,0.6452991452991453
lasso_lr,107,0.6557028650487199,0.23240714851290384,0.610236220472441
ridge_lr,107,0.6528877388643833,0.23116778371875837,0.6161417322834646
elasticnet,107,0.6547012541043833,0.2319362445545229,0.610236220472441
logistic,107,0.6532667958736889,0.23165402255785567,0.610236220472441
xgboost,107,0.6547337731853635,0.23158589005470276,0.610236220472441
lasso_lr,108,0.6752068408615942,0.24123429120030515,0.5849802371541502
ridge_lr,108,0.6717972900320047,0.23992737770661887,0.5849802371541502
elasticnet,108,0.6752686321180413,0.24127890499296317,0.5810276679841897
logistic,108,0.6793640378073527,0.24275711980907164,0.5889328063241107
xgboost,108,0.6768718337958409,0.24198639392852783,0.5731225296442688
